RID,important,worry,personal,future,segment
689a981a-5186-9608-513c-e6cac14c79ac,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a983e-3c59-af20-6d19-8c6384362c83,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a9845-44f6-e9ec-4ca9-c1d90e761627,Very important,Somewhat worried,A great deal,A great deal,Alarmed
689a992f-6546-394a-7533-2e4cda4d6364,Not too important,Not very worried,Not at all,Only a little,Doubtful
689a9c2d-7631-776f-8a5d-bb5660a2d282,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689aa205-f5c7-db7e-7a7c-deb382466fe8,Extremely important,Very worried,A great deal,A great deal,Alarmed
689aa6e1-8246-597b-cce3-ab7b8103346b,Very important,Not at all worried,Only a little,A moderate amount,Cautious
689b448b-a52c-aff4-a192-4c70defa035c,Very important,Very worried,A great deal,A great deal,Alarmed
689b44bf-9c0d-14d1-89db-5663df6f46a2,Very important,Very worried,A great deal,A great deal,Alarmed
689b44d6-cb06-4f59-bff5-7f7c320c89ca,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689b44f4-22e2-139c-ae9f-955dfe0de4e8,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689b454c-f166-304e-22a1-76c0ea3a6a66,Not too important,Not very worried,Not at all,Only a little,Doubtful
689b455f-caeb-2d4c-55be-04d327844a84,Very important,Not very worried,A moderate amount,A great deal,Concerned
689b456d-8b2e-9db4-3b7e-4347b6edb34b,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689b45a8-f778-33be-a946-ca04f105361b,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689b45ac-b997-f08f-0a0d-45174e5f2b6d,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
689b4602-b37e-2173-7703-bb5fe7c89126,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689b462e-42a2-22ba-b36e-e3f7bbbba665,Very important,Very worried,A moderate amount,A moderate amount,Concerned
689b468b-3a53-d1c3-f08d-8d18c21d2da8,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689b46d3-1c4f-fd85-65e3-37a437dbda50,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689b4717-9698-6fda-951f-fcfc26f7057c,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b4720-faa1-e827-f49b-3eeea009a6c6,Very important,Very worried,Not at all,A moderate amount,Concerned
689b4727-c286-5e33-51e8-f35fe5498b36,Somewhat important,Not very worried,Only a little,Only a little,Cautious
689b473b-c533-f072-c397-e3a1a8a04bfd,Very important,Very worried,A moderate amount,A great deal,Alarmed
689b476b-6d71-061f-78ac-93c15683b570,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689b4771-71ec-3a8e-c848-ec9ca3e5ae55,Not at all important,Not at all worried,Not at all,Don't know,Doubtful
689b4778-6c0b-1f8c-93cf-419b3c020ecc,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689b4793-b202-23b2-34c1-7d6b5c75140b,Very important,Very worried,A moderate amount,A moderate amount,Concerned
689b479b-242d-1e1a-f5f4-cb13fd0f5db4,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
689b47b1-8e0f-c2fc-786f-6817bc931787,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689b47b8-2e15-9f6b-4a60-fc058031b573,Not too important,Not very worried,Only a little,A moderate amount,Cautious
689b47d7-9b9d-75ef-c289-17159b185dd5,Not at all important,Not at all worried,Don't know,Don't know,Doubtful
689b47e3-daa4-bd5e-f7c3-e3cef47a720e,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689b4822-d4d4-8a54-ec10-fbfd5baa49b9,Very important,Very worried,A moderate amount,A great deal,Alarmed
689b4825-e19c-d023-9c79-b0ccb1a4b214,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689b4878-2afa-dcba-d1d5-05e6edd31d0a,Extremely important,Very worried,Only a little,A great deal,Alarmed
689b487a-3861-40fa-104a-3b3cd063b568,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b4893-add0-1b59-6dce-b8903f247357,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
689b4898-dac8-ae0c-18f1-8b64453c10ad,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
689b4942-33b1-1f9f-8306-b694e5675d2a,Not at all important,Not at all worried,Only a little,A moderate amount,Doubtful
689b4970-24c7-b719-6bbc-80b9690d3cc1,Very important,Very worried,A moderate amount,A great deal,Alarmed
689b4979-fe5f-9d0c-c30d-3aeee4b87d7a,Very important,Very worried,A moderate amount,A great deal,Alarmed
689b4990-60ed-16bf-9497-e5a1c9dc532b,Very important,Somewhat worried,A great deal,A moderate amount,Concerned
689b49b7-27e8-1d6a-43a0-8914ca736cc7,Not too important,Somewhat worried,Don't know,Don't know,Disengaged
689b49c3-7147-4ffe-f36e-93e4f4c9de33,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b49c5-8b60-4b16-af5f-1fb78d03f4f7,Very important,Very worried,A moderate amount,A great deal,Alarmed
689b4a01-a5cf-5d14-f087-c3252d94ed7c,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
689b4a07-bfce-b275-9bac-33c2f3e5a5a6,Somewhat important,Not very worried,Don't know,Don't know,Disengaged
689b4a2a-5fed-75c9-5f0b-29c2cfea0c05,Very important,Somewhat worried,A great deal,A great deal,Alarmed
689b4a2f-dd16-bd63-a875-e56e5959e414,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689b4a68-3f13-91f8-8632-73c3c8a509cc,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689b4a93-9ebe-44d2-4ec1-56a3d1007f8a,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689b4ab7-fa09-f946-ec54-5d8c9d295983,Somewhat important,Not very worried,Only a little,A great deal,Concerned
689b4b39-1b62-e6c7-2c02-6576c2fcd112,Not too important,Not very worried,Only a little,A moderate amount,Cautious
689b4bba-3869-8cb2-8ecd-13e399629b6a,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b4bd7-3e79-cb4f-2b4d-19b48976741b,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689b4bf4-47df-03ba-88fe-698a4d37d86c,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
689b4c10-3d45-c953-b6e4-2abfc71fdfa4,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b4c4a-519c-8be7-2d67-168991e14ecf,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
689b4c4a-d4ec-6439-8f15-6e89b7c7cef3,Not too important,Not very worried,Not at all,Not at all,Dismissive
689b4c6e-283a-5d68-2733-b8ab56545e82,Extremely important,Very worried,A moderate amount,A moderate amount,Alarmed
689b4c78-42fb-8440-bac9-e106f2a0dc18,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
689b4c91-de80-6a51-1065-205004178482,Extremely important,Not very worried,A moderate amount,A great deal,Alarmed
689b4d3b-f095-684a-b014-087c35debc38,Not too important,Not very worried,Only a little,Only a little,Doubtful
689b4d8b-0e9b-01cb-ebd0-59ad7ae15166,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689b4dea-be72-e0ba-9e87-664ced8e3626,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689b4df3-c35a-dd83-6dc7-740aeee9e721,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b4e45-9acb-4258-76c9-7cfc7e9d4779,Very important,Very worried,A moderate amount,A great deal,Alarmed
689b4f60-57a4-2abc-cb0c-53e56f68aa86,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b4f7c-1c84-10d7-0fb3-46cbad34362e,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b4f9a-43d3-4db0-9c04-2a3a645dad92,Very important,Very worried,A great deal,A great deal,Alarmed
689b4fd2-7518-f2fc-d441-b5a67af10142,Very important,Somewhat worried,Only a little,A great deal,Concerned
689b50fd-05ec-b9e7-a7db-9bb0a21c419b,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689b52a4-965a-c601-e6e1-e1774ec32e9f,Extremely important,Very worried,Only a little,A great deal,Alarmed
689b52d7-d363-97d5-4cdc-751d41a08ce8,Somewhat important,Not very worried,Not at all,Not at all,Dismissive
689b530a-00e2-7544-9981-46ebc7b5cb18,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689b546d-0bda-b186-a3da-de67420321aa,Very important,Very worried,A great deal,A great deal,Alarmed
689b54b5-7202-d22c-ae5c-090e540f7cf4,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689b5702-a982-814c-f562-f98c80c6f583,Somewhat important,Very worried,A great deal,A great deal,Concerned
689b571f-fc6f-5a00-07c5-e9861524e846,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
689b57ed-4011-6717-9534-1c255cb34b39,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b583b-403a-d7ff-f5d0-1909473a3663,Very important,Somewhat worried,A great deal,A great deal,Alarmed
689b58b3-6866-17e3-2723-7d00c3d6187a,Very important,Somewhat worried,Only a little,A moderate amount,Concerned
689b59d8-847b-9da5-7fe6-7345d311852d,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
689b5a07-f9c6-8f87-33ab-7eeed2d68295,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689b5cff-a847-e4a9-47dc-21fdad98677e,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b5d5a-c48c-8c66-36a2-7b20ffdd373c,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b6069-27f9-38f1-8dea-f6907c987c31,Not too important,Not very worried,Only a little,A moderate amount,Cautious
689b62d8-9f8b-8df1-13ae-c178c2c1a29f,Somewhat important,Somewhat worried,A great deal,A great deal,Concerned
689b638f-2054-589e-3051-2e0f420dd1c7,Not at all important,Not at all worried,Don't know,Only a little,Doubtful
689b67be-5872-2152-69e8-e680954fb74b,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689b68d2-de0d-cf42-a8a9-9a336c4cffef,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b6a19-83c2-e944-2c1c-e9d40cdfe4c7,Not too important,Somewhat worried,A moderate amount,A great deal,Concerned
689b6af2-01e9-a98d-5240-8852d4999368,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
689b6c86-353d-92e2-d762-bec84e23d9f1,Very important,Very worried,A great deal,A great deal,Alarmed
689b6da9-47af-c79d-15c2-3bc49d84d58f,Not too important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689b6dcf-06d3-783c-568a-d46989d3dbbe,Not too important,Not at all worried,Not at all,Only a little,Doubtful
689b6e3f-aee1-21ff-0617-9c9b4e69b259,Very important,Very worried,A great deal,A great deal,Alarmed
689b71cf-6ca2-ade4-aef8-f0a0a6e103de,Somewhat important,Not very worried,A moderate amount,A great deal,Concerned
689b725b-4893-e6f1-22a2-001f33f15eef,Not too important,Not very worried,Only a little,Only a little,Doubtful
689b7424-2461-f831-8568-ec66ab48442b,Very important,Very worried,A moderate amount,A great deal,Alarmed
689b7f42-dd22-d5aa-fd03-6fb1a55d7a42,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
689b7f90-6aa7-e7b4-a788-b47ef2263763,Very important,Somewhat worried,A great deal,A great deal,Alarmed
689b80b8-46b3-3fc9-baf1-f017e70143ee,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689b80f5-0232-e1b2-0ba1-12266dee832c,Very important,Not very worried,Not at all,Only a little,Doubtful
689b825f-f18f-6ea1-f8d8-aab3a72a2045,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689b8329-0440-028f-ce47-901af10147cf,Extremely important,Very worried,A great deal,A great deal,Alarmed
689b845f-38c5-f5b1-5b85-5435ba977e91,Somewhat important,Not very worried,Don't know,Don't know,Disengaged
689b85b9-197e-0f07-42a9-a001a96adc95,Very important,Very worried,A great deal,A great deal,Alarmed
689b85df-b066-9d9d-3531-6e56fe96493c,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689b8628-5b62-3bff-4b2b-8fbe9ea4b122,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689cab4a-60d8-b117-21e8-1532c3896f2a,Very important,Very worried,A moderate amount,A great deal,Alarmed
689cab6c-2550-03eb-46e8-73cc1a29e411,Extremely important,Very worried,A moderate amount,A moderate amount,Alarmed
689caba3-8366-b709-8b23-56afaee85108,Not at all important,Not at all worried,Don't know,Only a little,Doubtful
689cac4c-ccdc-7756-23f1-673976c35c14,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689cac76-bc06-df77-da9e-e666a636f38b,Extremely important,Somewhat worried,Only a little,A great deal,Alarmed
689caf19-5471-8a66-b588-78e51fd4a054,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689caf30-7d3e-39a9-695e-f2180e26aff3,Not at all important,Somewhat worried,Only a little,A moderate amount,Cautious
689cb1b6-20f7-537d-55b3-1150a442dcfc,Not too important,Not very worried,Don't know,Not at all,Doubtful
689cb231-4ace-e8cb-9819-c6b976e8d352,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689cb2d0-8e3c-6292-8d30-007b00afabf2,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689cb2e7-e5c2-a52d-5b8e-2cfd4bf2d170,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689cb86c-dd87-aad1-5f29-f40e18fa779b,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
689cc041-6f9c-0257-a401-882604aae9bb,Somewhat important,Not very worried,Not at all,Only a little,Doubtful
689cc220-65bd-d93e-d579-472fed48fb8f,Somewhat important,Not very worried,Only a little,A great deal,Concerned
689cc304-650e-bc96-2876-4a9c785a735e,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689cc39f-82e3-11f1-6b39-93ad87332436,Extremely important,Very worried,A great deal,A great deal,Alarmed
689cc62e-73c5-995f-7c4b-57450f21bcb1,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689ccbf5-171b-d90f-07dd-6a3b6bf4f39a,Extremely important,Very worried,A great deal,A great deal,Alarmed
689ccc96-dae1-f974-4b39-5db343abb09b,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689cdace-2652-5256-8ec5-c5dd5527a08c,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689cdb13-7ee8-53ba-816e-c48cb1f6a9b8,Not too important,Not very worried,Only a little,A moderate amount,Cautious
689cdb21-af7e-73c9-8838-dc4059ffc194,Not at all important,Not at all worried,Only a little,A moderate amount,Doubtful
689cdb2d-506f-f921-1d21-518df4045a14,Not too important,Not very worried,Only a little,A moderate amount,Cautious
689cdbad-07ee-cc60-59ba-4b858b008d49,Not too important,Not very worried,Only a little,A great deal,Cautious
689ce07d-33c9-63b5-61cc-99cfa084ea54,Extremely important,Very worried,A great deal,A great deal,Alarmed
689cf922-c361-f683-2cc2-05b1491f0d9b,Somewhat important,Not very worried,Only a little,A great deal,Concerned
689d0698-cfe6-a71f-4306-91e0a01fc1bd,Very important,Somewhat worried,Only a little,A moderate amount,Concerned
689f5f25-7b78-8ccf-9863-70630ec5c7db,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689f6212-0bbf-84ed-6a13-1258f291ac29,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
689f6414-4a55-c991-d3fc-9992de64c234,Not too important,Somewhat worried,Not at all,A great deal,Cautious
689f65a2-3aae-ca47-42b2-2c07eff2ba34,Not at all important,Not at all worried,Only a little,A moderate amount,Doubtful
689f65b1-57d0-70ea-8c84-6d653907e9e7,Extremely important,Not at all worried,A great deal,A moderate amount,Cautious
689f6783-c978-84ba-4787-1ab74969f9a7,Somewhat important,Not very worried,Only a little,A great deal,Concerned
689f67c1-4faa-0550-aa7c-7c0242b0f821,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689f6877-2d8e-2700-8505-9aff08a2d86c,Not too important,Somewhat worried,Only a little,A moderate amount,Cautious
689f68a2-5f69-199f-a3d7-d28f536b1daf,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689f694f-edf3-5edc-57bb-344908c1c002,Very important,Somewhat worried,Only a little,A great deal,Concerned
689f69a4-ad6e-f303-af3d-5043a5bb1735,Not too important,Not at all worried,Not at all,Not at all,Dismissive
689f6b8a-c077-025c-4631-458516730a12,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689f78b8-b7c5-c1d1-8c25-70650d6225d3,Somewhat important,Not very worried,A moderate amount,Only a little,Cautious
689f95b3-a898-1b03-9d12-0f474e67d074,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
68a32115-fa6a-f53b-a083-4df90b0426e5,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
68a3224f-c8e0-885d-9739-4c8c8c36f087,Somewhat important,Not very worried,Don't know,A moderate amount,Cautious
68a3243d-fa78-0bea-662d-450a3dbdcdf6,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
68a33353-bf8b-fc21-d750-a38315c9afbb,Extremely important,Very worried,A great deal,A great deal,Alarmed
68a369ff-9bd1-3135-afeb-58899d4b2c85,Not too important,Not at all worried,Not at all,A moderate amount,Doubtful
68a36da7-96fa-19f2-3dd4-b39d6b7d079f,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
68a382d4-ea6f-ce25-847e-6abc29dcb348,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
68a3892a-45c2-c152-26c3-f96866d49792,Extremely important,Very worried,A great deal,A great deal,Alarmed
68a38f01-a770-be8c-acbf-06d9060bb458,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
